mpg,num_cylinders,displacement,horsepower,weight,acceleration,year,origin,name
22.000000,4,122.000000,86.00,2395.000000,16.000000,72,1,ford pinto (sw)
28.000000,4,97.000000,92.00,2288.000000,17.000000,72,3,datsun 510 (sw)
23.000000,4,120.000000,97.00,2506.000000,14.500000,72,3,toyouta corona mark ii (sw)
28.000000,4,98.000000,80.00,2164.000000,15.000000,72,1,dodge colt (sw)
27.000000,4,97.000000,88.00,2100.000000,16.500000,72,3,toyota corolla 1600 (sw)
13.000000,8,350.000000,175.0,4100.000000,13.000000,73,1,buick century 350
14.000000,8,304.000000,150.0,3672.000000,11.500000,73,1,amc matador
13.000000,8,350.000000,145.0,3988.000000,13.000000,73,1,chevrolet malibu
14.000000,8,302.000000,137.0,4042.000000,14.500000,73,1,ford gran torino
15.000000,8,318.000000,150.0,3777.000000,12.500000,73,1,dodge coronet custom
12.000000,8,429.000000,198.0,4952.000000,11.500000,73,1,mercury marquis brougham
13.000000,8,400.000000,150.0,4464.000000,12.000000,73,1,chevrolet caprice classic
13.000000,8,351.000000,158.0,4363.000000,13.000000,73,1,ford ltd
14.000000,8,318.000000,150.0,4237.000000,14.500000,73,1,plymouth fury gran sedan
13.000000,8,440.000000,215.0,4735.000000,11.000000,73,1,chrysler new yorker brougham
12.000000,8,455.000000,225.0,4951.000000,11.000000,73,1,buick electra 225 custom
13.000000,8,360.000000,175.0,3821.000000,11.000000,73,1,amc ambassador brougham
18.000000,6,225.000000,105.0,3121.000000,16.500000,73,1,plymouth valiant
16.000000,6,250.000000,100.0,3278.000000,18.000000,73,1,chevrolet nova custom
18.000000,6,232.000000,100.0,2945.000000,16.000000,73,1,amc hornet
18.000000,6,250.000000,88.00,3021.000000,16.500000,73,1,ford maverick
23.000000,6,198.000000,95.00,2904.000000,16.000000,73,1,plymouth duster
26.000000,4,97.000000,46.00,1950.000000,21.000000,73,2,volkswagen super beetle
11.000000,8,400.000000,150.0,4997.000000,14.000000,73,1,chevrolet impala
12.000000,8,400.000000,167.0,4906.000000,12.500000,73,1,ford country
13.000000,8,360.000000,170.0,4654.000000,13.000000,73,1,plymouth custom suburb
12.000000,8,350.000000,180.0,4499.000000,12.500000,73,1,oldsmobile vista cruiser
18.000000,6,232.000000,100.0,2789.000000,15.000000,73,1,amc gremlin
20.000000,4,97.000000,88.00,2279.000000,19.000000,73,3,toyota carina
21.000000,4,140.000000,72.00,2401.000000,19.500000,73,1,chevrolet vega
22.000000,4,108.000000,94.00,2379.000000,16.500000,73,3,datsun 610
18.000000,3,70.000000,90.00,2124.000000,13.500000,73,3,maxda rx3
19.000000,4,122.000000,85.00,2310.000000,18.500000,73,1,ford pinto
21.000000,6,155.000000,107.0,2472.000000,14.000000,73,1,mercury capri v6
26.000000,4,98.000000,90.00,2265.000000,15.500000,73,2,fiat 124 sport coupe
15.000000,8,350.000000,145.0,4082.000000,13.000000,73,1,chevrolet monte carlo s
16.000000,8,400.000000,230.0,4278.000000,9.500000,73,1,pontiac grand prix
29.000000,4,68.000000,49.00,1867.000000,19.500000,73,2,fiat 128
24.000000,4,116.000000,75.00,2158.000000,15.500000,73,2,opel manta
20.000000,4,114.000000,91.00,2582.000000,14.000000,73,2,audi 100ls
19.000000,4,121.000000,112.0,2868.000000,15.500000,73,2,volvo 144ea
15.000000,8,318.000000,150.0,3399.000000,11.000000,73,1,dodge dart custom
24.000000,4,121.000000,110.0,2660.000000,14.000000,73,2,saab 99le
20.000000,6,156.000000,122.0,2807.000000,13.500000,73,3,toyota mark ii
11.000000,8,350.000000,180.0,3664.000000,11.000000,73,1,oldsmobile omega
20.000000,6,198.000000,95.00,3102.000000,16.500000,74,1,plymouth duster
19.000000,6,232.000000,100.0,2901.000000,16.000000,74,1,amc hornet
15.000000,6,250.000000,100.0,3336.000000,17.000000,74,1,chevrolet nova
31.000000,4,79.000000,67.00,1950.000000,19.000000,74,3,datsun b210
26.000000,4,122.000000,80.00,2451.000000,16.500000,74,1,ford pinto
32.000000,4,71.000000,65.00,1836.000000,21.000000,74,3,toyota corolla 1200
25.000000,4,140.000000,75.00,2542.000000,17.000000,74,1,chevrolet vega
16.000000,6,250.000000,100.0,3781.000000,17.000000,74,1,chevrolet chevelle malibu classic
16.000000,6,258.000000,110.0,3632.000000,18.000000,74,1,amc matador
18.000000,6,225.000000,105.0,3613.000000,16.500000,74,1,plymouth satellite sebring
16.000000,8,302.000000,140.0,4141.000000,14.000000,74,1,ford gran torino
13.000000,8,350.000000,150.0,4699.000000,14.500000,74,1,buick century luxus (sw)
14.000000,8,318.000000,150.0,4457.000000,13.500000,74,1,dodge coronet custom (sw)
14.000000,8,302.000000,140.0,4638.000000,16.000000,74,1,ford gran torino (sw)
14.000000,8,304.000000,150.0,4257.000000,15.500000,74,1,amc matador (sw)
29.000000,4,98.000000,83.00,2219.000000,16.500000,74,2,audi fox
26.000000,4,79.000000,67.00,1963.000000,15.500000,74,2,volkswagen dasher
26.000000,4,97.000000,78.00,2300.000000,14.500000,74,2,opel manta
31.000000,4,76.000000,52.00,1649.000000,16.500000,74,3,toyota corona
32.000000,4,83.000000,61.00,2003.000000,19.000000,74,3,datsun 710
28.000000,4,90.000000,75.00,2125.000000,14.500000,74,1,dodge colt
24.000000,4,90.000000,75.00,2108.000000,15.500000,74,2,fiat 128
26.000000,4,116.000000,75.00,2246.000000,14.000000,74,2,fiat 124 tc
24.000000,4,120.000000,97.00,2489.000000,15.000000,74,3,honda civic
26.000000,4,108.000000,93.00,2391.000000,15.500000,74,3,subaru
31.000000,4,79.000000,67.00,2000.000000,16.000000,74,2,fiat x1.9
19.000000,6,225.000000,95.00,3264.000000,16.000000,75,1,plymouth valiant custom
18.000000,6,250.000000,105.0,3459.000000,16.000000,75,1,chevrolet nova
15.000000,6,250.000000,72.00,3432.000000,21.000000,75,1,mercury monarch
15.000000,6,250.000000,72.00,3158.000000,19.500000,75,1,ford maverick
16.000000,8,400.000000,170.0,4668.000000,11.500000,75,1,pontiac catalina
15.000000,8,350.000000,145.0,4440.000000,14.000000,75,1,chevrolet bel air
16.000000,8,318.000000,150.0,4498.000000,14.500000,75,1,plymouth grand fury
14.000000,8,351.000000,148.0,4657.000000,13.500000,75,1,ford ltd
17.000000,6,231.000000,110.0,3907.000000,21.000000,75,1,buick century
16.000000,6,250.000000,105.0,3897.000000,18.500000,75,1,chevroelt chevelle malibu
15.000000,6,258.000000,110.0,3730.000000,19.000000,75,1,amc matador
18.000000,6,225.000000,95.00,3785.000000,19.000000,75,1,plymouth fury
21.000000,6,231.000000,110.0,3039.000000,15.000000,75,1,buick skyhawk
20.000000,8,262.000000,110.0,3221.000000,13.500000,75,1,chevrolet monza 2+2
13.000000,8,302.000000,129.0,3169.000000,12.000000,75,1,ford mustang ii
29.000000,4,97.000000,75.00,2171.000000,16.000000,75,3,toyota corolla
23.000000,4,140.000000,83.00,2639.000000,17.000000,75,1,ford pinto
20.000000,6,232.000000,100.0,2914.000000,16.000000,75,1,amc gremlin
23.000000,4,140.000000,78.00,2592.000000,18.500000,75,1,pontiac astro
24.000000,4,134.000000,96.00,2702.000000,13.500000,75,3,toyota corona
25.000000,4,90.000000,71.00,2223.000000,16.500000,75,2,volkswagen dasher
24.000000,4,119.000000,97.00,2545.000000,17.000000,75,3,datsun 710
18.000000,6,171.000000,97.00,2984.000000,14.500000,75,1,ford pinto
29.000000,4,90.000000,70.00,1937.000000,14.000000,75,2,volkswagen rabbit
19.000000,6,232.000000,90.00,3211.000000,17.000000,75,1,amc pacer
23.000000,4,115.000000,95.00,2694.000000,15.000000,75,2,audi 100ls
23.000000,4,120.000000,88.00,2957.000000,17.000000,75,2,peugeot 504
22.000000,4,121.000000,98.00,2945.000000,14.500000,75,2,volvo 244dl
25.000000,4,121.000000,115.0,2671.000000,13.500000,75,2,saab 99le
33.000000,4,91.000000,53.00,1795.000000,17.500000,75,3,honda civic cvcc
28.000000,4,107.000000,86.00,2464.000000,15.500000,76,2,fiat 131
25.000000,4,116.000000,81.00,2220.000000,16.900000,76,2,opel 1900
25.000000,4,140.000000,92.00,2572.000000,14.900000,76,1,capri ii
26.000000,4,98.000000,79.00,2255.000000,17.700000,76,1,dodge colt
27.000000,4,101.000000,83.00,2202.000000,15.300000,76,2,renault 12tl
17.500000,8,305.000000,140.0,4215.000000,13.000000,76,1,chevrolet chevelle malibu classic
16.000000,8,318.000000,150.0,4190.000000,13.000000,76,1,dodge coronet brougham
15.500000,8,304.000000,120.0,3962.000000,13.900000,76,1,amc matador
14.500000,8,351.000000,152.0,4215.000000,12.800000,76,1,ford gran torino
22.000000,6,225.000000,100.0,3233.000000,15.400000,76,1,plymouth valiant
22.000000,6,250.000000,105.0,3353.000000,14.500000,76,1,chevrolet nova
24.000000,6,200.000000,81.00,3012.000000,17.600000,76,1,ford maverick
22.500000,6,232.000000,90.00,3085.000000,17.600000,76,1,amc hornet
29.000000,4,85.000000,52.00,2035.000000,22.200000,76,1,chevrolet chevette
24.500000,4,98.000000,60.00,2164.000000,22.100000,76,1,chevrolet woody
29.000000,4,90.000000,70.00,1937.000000,14.200000,76,2,vw rabbit
33.000000,4,91.000000,53.00,1795.000000,17.400000,76,3,honda civic
20.000000,6,225.000000,100.0,3651.000000,17.700000,76,1,dodge aspen se
18.000000,6,250.000000,78.00,3574.000000,21.000000,76,1,ford granada ghia
18.500000,6,250.000000,110.0,3645.000000,16.200000,76,1,pontiac ventura sj
17.500000,6,258.000000,95.00,3193.000000,17.800000,76,1,amc pacer d/l
29.500000,4,97.000000,71.00,1825.000000,12.200000,76,2,volkswagen rabbit
32.000000,4,85.000000,70.00,1990.000000,17.000000,76,3,datsun b-210
28.000000,4,97.000000,75.00,2155.000000,16.400000,76,3,toyota corolla
26.500000,4,140.000000,72.00,2565.000000,13.600000,76,1,ford pinto
20.000000,4,130.000000,102.0,3150.000000,15.700000,76,2,volvo 245
13.000000,8,318.000000,150.0,3940.000000,13.200000,76,1,plymouth volare premier v8
19.000000,4,120.000000,88.00,3270.000000,21.900000,76,2,peugeot 504
19.000000,6,156.000000,108.0,2930.000000,15.500000,76,3,toyota mark ii
16.500000,6,168.000000,120.0,3820.000000,16.700000,76,2,mercedes-benz 280s
16.500000,8,350.000000,180.0,4380.000000,12.100000,76,1,cadillac seville
13.000000,8,350.000000,145.0,4055.000000,12.000000,76,1,chevy c10
13.000000,8,302.000000,130.0,3870.000000,15.000000,76,1,ford f108
13.000000,8,318.000000,150.0,3755.000000,14.000000,76,1,dodge d100
31.500000,4,98.000000,68.00,2045.000000,18.500000,77,3,honda accord cvcc
30.000000,4,111.000000,80.00,2155.000000,14.800000,77,1,buick opel isuzu deluxe
36.000000,4,79.000000,58.00,1825.000000,18.600000,77,2,renault 5 gtl
25.500000,4,122.000000,96.00,2300.000000,15.500000,77,1,plymouth arrow gs
33.500000,4,85.000000,70.00,1945.000000,16.800000,77,3,datsun f-10 hatchback
17.500000,8,305.000000,145.0,3880.000000,12.500000,77,1,chevrolet caprice classic
17.000000,8,260.000000,110.0,4060.000000,19.000000,77,1,oldsmobile cutlass supreme
15.500000,8,318.000000,145.0,4140.000000,13.700000,77,1,dodge monaco brougham
15.000000,8,302.000000,130.0,4295.000000,14.900000,77,1,mercury cougar brougham
17.500000,6,250.000000,110.0,3520.000000,16.400000,77,1,chevrolet concours
20.500000,6,231.000000,105.0,3425.000000,16.900000,77,1,buick skylark
19.000000,6,225.000000,100.0,3630.000000,17.700000,77,1,plymouth volare custom
18.500000,6,250.000000,98.00,3525.000000,19.000000,77,1,ford granada
16.000000,8,400.000000,180.0,4220.000000,11.100000,77,1,pontiac grand prix lj
15.500000,8,350.000000,170.0,4165.000000,11.400000,77,1,chevrolet monte carlo landau
15.500000,8,400.000000,190.0,4325.000000,12.200000,77,1,chrysler cordoba
16.000000,8,351.000000,149.0,4335.000000,14.500000,77,1,ford thunderbird
29.000000,4,97.000000,78.00,1940.000000,14.500000,77,2,volkswagen rabbit custom
24.500000,4,151.000000,88.00,2740.000000,16.000000,77,1,pontiac sunbird coupe
26.000000,4,97.000000,75.00,2265.000000,18.200000,77,3,toyota corolla liftback
25.500000,4,140.000000,89.00,2755.000000,15.800000,77,1,ford mustang ii 2+2
30.500000,4,98.000000,63.00,2051.000000,17.000000,77,1,chevrolet chevette
33.500000,4,98.000000,83.00,2075.000000,15.900000,77,1,dodge colt m/m
30.000000,4,97.000000,67.00,1985.000000,16.400000,77,3,subaru dl
30.500000,4,97.000000,78.00,2190.000000,14.100000,77,2,volkswagen dasher
22.000000,6,146.000000,97.00,2815.000000,14.500000,77,3,datsun 810
21.500000,4,121.000000,110.0,2600.000000,12.800000,77,2,bmw 320i
21.500000,3,80.000000,110.0,2720.000000,13.500000,77,3,mazda rx-4
43.100000,4,90.000000,48.00,1985.000000,21.500000,78,2,volkswagen rabbit custom diesel
36.100000,4,98.000000,66.00,1800.000000,14.400000,78,1,ford fiesta
32.800000,4,78.000000,52.00,1985.000000,19.400000,78,3,mazda glc deluxe
39.400000,4,85.000000,70.00,2070.000000,18.600000,78,3,datsun b210 gx
36.100000,4,91.000000,60.00,1800.000000,16.400000,78,3,honda civic cvcc
19.900000,8,260.000000,110.0,3365.000000,15.500000,78,1,oldsmobile cutlass salon brougham
19.400000,8,318.000000,140.0,3735.000000,13.200000,78,1,dodge diplomat
20.200000,8,302.000000,139.0,3570.000000,12.800000,78,1,mercury monarch ghia
19.200000,6,231.000000,105.0,3535.000000,19.200000,78,1,pontiac phoenix lj
20.500000,6,200.000000,95.00,3155.000000,18.200000,78,1,chevrolet malibu
20.200000,6,200.000000,85.00,2965.000000,15.800000,78,1,ford fairmont (auto)
25.100000,4,140.000000,88.00,2720.000000,15.400000,78,1,ford fairmont (man)
20.500000,6,225.000000,100.0,3430.000000,17.200000,78,1,plymouth volare
19.400000,6,232.000000,90.00,3210.000000,17.200000,78,1,amc concord
20.600000,6,231.000000,105.0,3380.000000,15.800000,78,1,buick century special
20.800000,6,200.000000,85.00,3070.000000,16.700000,78,1,mercury zephyr
18.600000,6,225.000000,110.0,3620.000000,18.700000,78,1,dodge aspen
18.100000,6,258.000000,120.0,3410.000000,15.100000,78,1,amc concord d/l
19.200000,8,305.000000,145.0,3425.000000,13.200000,78,1,chevrolet monte carlo landau
17.700000,6,231.000000,165.0,3445.000000,13.400000,78,1,buick regal sport coupe (turbo)
18.100000,8,302.000000,139.0,3205.000000,11.200000,78,1,ford futura
17.500000,8,318.000000,140.0,4080.000000,13.700000,78,1,dodge magnum xe
30.000000,4,98.000000,68.00,2155.000000,16.500000,78,1,chevrolet chevette
27.500000,4,134.000000,95.00,2560.000000,14.200000,78,3,toyota corona
27.200000,4,119.000000,97.00,2300.000000,14.700000,78,3,datsun 510
30.900000,4,105.000000,75.00,2230.000000,14.500000,78,1,dodge omni
21.100000,4,134.000000,95.00,2515.000000,14.800000,78,3,toyota celica gt liftback
23.200000,4,156.000000,105.0,2745.000000,16.700000,78,1,plymouth sapporo
23.800000,4,151.000000,85.00,2855.000000,17.600000,78,1,oldsmobile starfire sx
23.900000,4,119.000000,97.00,2405.000000,14.900000,78,3,datsun 200-sx
20.300000,5,131.000000,103.0,2830.000000,15.900000,78,2,audi 5000
17.000000,6,163.000000,125.0,3140.000000,13.600000,78,2,volvo 264gl
21.600000,4,121.000000,115.0,2795.000000,15.700000,78,2,saab 99gle
16.200000,6,163.000000,133.0,3410.000000,15.800000,78,2,peugeot 604sl
31.500000,4,89.000000,71.00,1990.000000,14.900000,78,2,volkswagen scirocco
29.500000,4,98.000000,68.00,2135.000000,16.600000,78,3,honda accord lx
21.500000,6,231.000000,115.0,3245.000000,15.400000,79,1,pontiac lemans v6
19.800000,6,200.000000,85.00,2990.000000,18.200000,79,1,mercury zephyr 6
22.300000,4,140.000000,88.00,2890.000000,17.300000,79,1,ford fairmont 4
20.200000,6,232.000000,90.00,3265.000000,18.200000,79,1,amc concord dl 6
20.600000,6,225.000000,110.0,3360.000000,16.600000,79,1,dodge aspen 6
17.000000,8,305.000000,130.0,3840.000000,15.400000,79,1,chevrolet caprice classic
17.600000,8,302.000000,129.0,3725.000000,13.400000,79,1,ford ltd landau
16.500000,8,351.000000,138.0,3955.000000,13.200000,79,1,mercury grand marquis
18.200000,8,318.000000,135.0,3830.000000,15.200000,79,1,dodge st. regis
16.900000,8,350.000000,155.0,4360.000000,14.900000,79,1,buick estate wagon (sw)
15.500000,8,351.000000,142.0,4054.000000,14.300000,79,1,ford country squire (sw)
19.200000,8,267.000000,125.0,3605.000000,15.000000,79,1,chevrolet malibu classic (sw)
18.500000,8,360.000000,150.0,3940.000000,13.000000,79,1,chrysler lebaron town @ country (sw)
31.900000,4,89.000000,71.00,1925.000000,14.000000,79,2,vw rabbit custom
34.100000,4,86.000000,65.00,1975.000000,15.200000,79,3,maxda glc deluxe
35.700000,4,98.000000,80.00,1915.000000,14.400000,79,1,dodge colt hatchback custom
27.400000,4,121.000000,80.00,2670.000000,15.000000,79,1,amc spirit dl
25.400000,5,183.000000,77.00,3530.000000,20.100000,79,2,mercedes benz 300d
23.000000,8,350.000000,125.0,3900.000000,17.400000,79,1,cadillac eldorado
27.200000,4,141.000000,71.00,3190.000000,24.800000,79,2,peugeot 504
23.900000,8,260.000000,90.00,3420.000000,22.200000,79,1,oldsmobile cutlass salon brougham
34.200000,4,105.000000,70.00,2200.000000,13.200000,79,1,plymouth horizon
34.500000,4,105.000000,70.00,2150.000000,14.900000,79,1,plymouth horizon tc3
31.800000,4,85.000000,65.00,2020.000000,19.200000,79,3,datsun 210
37.300000,4,91.000000,69.00,2130.000000,14.700000,79,2,fiat strada custom
28.400000,4,151.000000,90.00,2670.000000,16.000000,79,1,buick skylark limited
28.800000,6,173.000000,115.0,2595.000000,11.300000,79,1,chevrolet citation
26.800000,6,173.000000,115.0,2700.000000,12.900000,79,1,oldsmobile omega brougham
33.500000,4,151.000000,90.00,2556.000000,13.200000,79,1,pontiac phoenix
41.500000,4,98.000000,76.00,2144.000000,14.700000,80,2,vw rabbit
38.100000,4,89.000000,60.00,1968.000000,18.800000,80,3,toyota corolla tercel
32.100000,4,98.000000,70.00,2120.000000,15.500000,80,1,chevrolet chevette
37.200000,4,86.000000,65.00,2019.000000,16.400000,80,3,datsun 310
28.000000,4,151.000000,90.00,2678.000000,16.500000,80,1,chevrolet citation
26.400000,4,140.000000,88.00,2870.000000,18.100000,80,1,ford fairmont
24.300000,4,151.000000,90.00,3003.000000,20.100000,80,1,amc concord
19.100000,6,225.000000,90.00,3381.000000,18.700000,80,1,dodge aspen
34.300000,4,97.000000,78.00,2188.000000,15.800000,80,2,audi 4000
29.800000,4,134.000000,90.00,2711.000000,15.500000,80,3,toyota corona liftback
31.300000,4,120.000000,75.00,2542.000000,17.500000,80,3,mazda 626
37.000000,4,119.000000,92.00,2434.000000,15.000000,80,3,datsun 510 hatchback
32.200000,4,108.000000,75.00,2265.000000,15.200000,80,3,toyota corolla
46.600000,4,86.000000,65.00,2110.000000,17.900000,80,3,mazda glc
27.900000,4,156.000000,105.0,2800.000000,14.400000,80,1,dodge colt
40.800000,4,85.000000,65.00,2110.000000,19.200000,80,3,datsun 210
44.300000,4,90.000000,48.00,2085.000000,21.700000,80,2,vw rabbit c (diesel)
43.400000,4,90.000000,48.00,2335.000000,23.700000,80,2,vw dasher (diesel)
36.400000,5,121.000000,67.00,2950.000000,19.900000,80,2,audi 5000s (diesel)
30.000000,4,146.000000,67.00,3250.000000,21.800000,80,2,mercedes-benz 240d
44.600000,4,91.000000,67.00,1850.000000,13.800000,80,3,honda civic 1500 gl
33.800000,4,97.000000,67.00,2145.000000,18.000000,80,3,subaru dl
29.800000,4,89.000000,62.00,1845.000000,15.300000,80,2,vokswagen rabbit
32.700000,6,168.000000,132.0,2910.000000,11.400000,80,3,datsun 280-zx
23.700000,3,70.000000,100.0,2420.000000,12.500000,80,3,mazda rx-7 gs
35.000000,4,122.000000,88.00,2500.000000,15.100000,80,2,triumph tr7 coupe
32.400000,4,107.000000,72.00,2290.000000,17.000000,80,3,honda accord
27.200000,4,135.000000,84.00,2490.000000,15.700000,81,1,plymouth reliant
26.600000,4,151.000000,84.00,2635.000000,16.400000,81,1,buick skylark
25.800000,4,156.000000,92.00,2620.000000,14.400000,81,1,dodge aries wagon (sw)
23.500000,6,173.000000,110.0,2725.000000,12.600000,81,1,chevrolet citation
30.000000,4,135.000000,84.00,2385.000000,12.900000,81,1,plymouth reliant
39.100000,4,79.000000,58.00,1755.000000,16.900000,81,3,toyota starlet
39.000000,4,86.000000,64.00,1875.000000,16.400000,81,1,plymouth champ
35.100000,4,81.000000,60.00,1760.000000,16.100000,81,3,honda civic 1300
32.300000,4,97.000000,67.00,2065.000000,17.800000,81,3,subaru
37.000000,4,85.000000,65.00,1975.000000,19.400000,81,3,datsun 210 mpg
37.700000,4,89.000000,62.00,2050.000000,17.300000,81,3,toyota tercel
34.100000,4,91.000000,68.00,1985.000000,16.000000,81,3,mazda glc 4
34.700000,4,105.000000,63.00,2215.000000,14.900000,81,1,plymouth horizon 4
34.400000,4,98.000000,65.00,2045.000000,16.200000,81,1,ford escort 4w
29.900000,4,98.000000,65.00,2380.000000,20.700000,81,1,ford escort 2h
33.000000,4,105.000000,74.00,2190.000000,14.200000,81,2,volkswagen jetta
33.700000,4,107.000000,75.00,2210.000000,14.400000,81,3,honda prelude
